Date,High,Low,Open,Close
29/04/2013 23:59,4.573599815368652,4.225639820098877,4.366759777069092,4.383900165557861
30/04/2013 23:59,4.572380065917969,4.168960094451904,4.403520107269287,4.296490192
01/05/2013 23:59,4.356860160827637,3.520289897918701,4.289539813995361,3.8010098934173584
02/05/2013 23:59,4.039299964904785,3.0071699619293213,3.780019998550415,3.3719799518585205
03/05/2013 23:59,3.4536099433898926,2.395940065383911,3.390439987182617,3.044909954071045
04/05/2013 23:59,3.638279914855957,2.895250082015991,3.0322699546813965,3.4796199798583984
05/05/2013 23:59,3.692460060119629,3.346060037612915,3.4931299686431885,3.5908899307250977
06/05/2013 23:59,3.781019926071167,3.1160199642181396,3.594219923019409,3.3712499141693115
07/05/2013 23:59,3.406719923019409,2.9397900104522705,3.3708701133728027,3.332740068435669
08/05/2013 23:59,3.4911201000213623,3.2836201190948486,3.2836201190948486,3.4092400074005127
09/05/2013 23:59,3.441689968109131,3.2948501110076904,3.399399995803833,3.4161500930786133
10/05/2013 23:59,3.6316399574279785,3.367189884185791,3.4065299034118652,3.4433400630950928
11/05/2013 23:59,3.4798099994659424,3.300610065460205,3.4603800773620605,3.3489599227905273
12/05/2013 23:59,3.4222400188446045,3.215869903564453,3.362809896469116,3.2694499492645264
13/05/2013 23:59,3.373430013656616,3.1989500522613525,3.260890007019043,3.2798399925231934
14/05/2013 23:59,3.331850051879883,2.7771999835968018,3.2810099124908447,2.8243000507354736
15/05/2013 23:59,3.0358200073242188,2.6392500400543213,2.8239901065826416,2.9354500770568848
16/05/2013 23:59,2.967669964,2.685110092163086,2.9297399520874023,2.9191200733184814
17/05/2013 23:59,3.335330009460449,2.870769978,2.8914198875427246,3.1860899925231934
18/05/2013 23:59,3.3637499809265137,3.130880117416382,3.1986498832702637,3.2949299812316895
19/05/2013 23:59,3.4123098850250244,3.187880039215088,3.3020501136779785,3.303489923477173
20/05/2013 23:59,3.3233399391174316,3.150049924850464,3.314850091934204,3.181760073
21/05/2013 23:59,3.215970039367676,3.040910005569458,3.1932599544525146,3.086750030517578
22/05/2013 23:59,3.1352899074554443,3.0311899185180664,3.091909885406494,3.120759963989258
23/05/2013 23:59,3.186460018157959,3.090790033340454,3.1185200214385986,3.1814401149749756
24/05/2013 23:59,3.185499906539917,3.0365800857543945,3.1701300144195557,3.1794800758361816
25/05/2013 23:59,3.1954500675201416,3.0547900199890137,3.1877501010894775,3.118690013885498
26/05/2013 23:59,3.327389956,3.0873000621795654,3.124109983444214,3.2488999366760254
27/05/2013 23:59,3.261780023574829,3.0189900398254395,3.2307000160217285,3.100909948348999
28/05/2013 23:59,3.130000114440918,3.0194199085235596,3.102799892425537,3.092129945755005
29/05/2013 23:59,3.123270034790039,3.019659996032715,3.092129945755005,3.0958199501037598
30/05/2013 23:59,3.092780113220215,2.8841700553894043,3.0774600505828857,2.9713900089263916
31/05/2013 23:59,2.988229990005493,2.6888198852539062,2.9713900089263916,2.9566800594329834
01/06/2013 23:59,2.974560022354126,2.8027000427246094,2.9421401023864746,2.8264999389648438
02/06/2013 23:59,2.863770008087158,2.5587100982666016,2.8277900218963623,2.7271199226379395
03/06/2013 23:59,2.754610061645508,2.613460063934326,2.730530023574829,2.725559949874878
04/06/2013 23:59,2.8956899642944336,2.703310012817383,2.703310012817383,2.866729974746704
05/06/2013 23:59,2.985409975,2.811340093612671,2.8674700260162354,2.8624300956726074
06/06/2013 23:59,2.9064600467681885,2.7448201179504395,2.876840114593506,2.754120111465454
07/06/2013 23:59,2.793679953,2.511509895324707,2.779139995574951,2.602410078048706
08/06/2013 23:59,2.657480001449585,2.536210060119629,2.604059934616089,2.562380075454712
09/06/2013 23:59,2.5878798961639404,2.0726699829101562,2.552730083465576,2.382999897003174
10/06/2013 23:59,2.5802900791168213,2.261240005493164,2.3843801021575928,2.487529993057251
11/06/2013 23:59,2.4988698959350586,2.1810200214385986,2.492840051651001,2.397979974746704
12/06/2013 23:59,2.4542200565338135,2.3080101013183594,2.412169933319092,2.3847100734710693
13/06/2013 23:59,2.4862799644470215,2.227679967880249,2.398509979248047,2.270319938659668
14/06/2013 23:59,2.2887399196624756,2.0899999141693115,2.2692101,2.134550094604492
15/06/2013 23:59,2.208470106124878,2.048690081,2.1389999389648438,2.105750084
16/06/2013 23:59,2.1502199172973633,2.0170700550079346,2.085819959640503,2.129509925842285
17/06/2013 23:59,2.288990020751953,2.092370033,2.138859987258911,2.2780799865722656
18/06/2013 23:59,2.3739800453186035,2.187930107116699,2.281640053,2.3101699352264404
